,Colouring,Director,Critic Review Count,Duration,Director Facebook Likes,Actor 3 Facebook Likes,Actor 2,Actor 1 Facebook Likes,Gross,Genres,Actor 1,Title,IMDb Votes,Cast Facebook Likes,Actor 3,Poster Facenumber,Plot Keywords,IMDb Link,User Review Count,Language,Country,Countent Rating,Budget,Actor 2 Facebook Likes,IMDb Score,Aspect Ratio,Facebook Likes,IMDb ID,id,Popularity,Revenue,Cast,Homepage,Tagline,Overview,Runtime,Production Companies,Release Date,Vote Count,Average Vote,Release Year,Adjusted Budget,Adjusted Revenue
667,Color,Simon Wells,124.0,96.0,25.0,102.0,Alan Young,891.0,56684819.0,Action,Mark Addy,The Time Machine,103787,1919,Josh Stamberg,0.0,hunter|scientist|time machine|time travel|time travel romance,http://www.imdb.com/title/tt0268695/?ref_=fn_tt_tt_1,615.0,English,USA,PG-13,80000000.0,639.0,5.9,2.35,3000,tt026869,2135,0.8752469999999999,123729176,Guy Pearce|Samantha Mumba|Phyllida Law|Laura Kirk|Mark Addy,http://timemachine.countingdown.com/,The greatest adventure THROUGH all time!,"Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds humankind divided into two warring races.",96,DreamWorks SKG|Warner Bros.,3/4/2002,341,5.6,2002,96980911.49,149992103.3
668,Color,Simon Wells,124.0,96.0,25.0,102.0,Alan Young,891.0,56684819.0,Action,Mark Addy,The Time Machine,103787,1919,Josh Stamberg,0.0,hunter|scientist|time machine|time travel|time travel romance,http://www.imdb.com/title/tt0268695/?ref_=fn_tt_tt_1,615.0,English,USA,PG-13,80000000.0,639.0,5.9,2.35,3000,tt026869,2134,0.712389,0,Rod Taylor|Alan Young|Yvette Mimieux|Sebastian Cabot|Tom Helmore,,You Will Orbit into the Fantastic Future!,A Victorian Englishman travels to the far future and finds that humanity has divided into two hostile species.,103,George Pal Productions|Galaxy Films Inc.,8/17/1960,101,7.3,1960,5529725.5929999985,0.0
1532,Color,Robert Schwentke,214.0,107.0,124.0,100.0,Brooklynn Proulx,152.0,63411478.0,Drama,Arliss Howard,The Time Traveler's Wife,114925,568,Michelle Nolden,1.0,jumping on a bed|kissing while having sex|librarian|male objectification|pregnant woman in bathtub,http://www.imdb.com/title/tt0452694/?ref_=fn_tt_tt_1,234.0,English,USA,PG-13,39000000.0,142.0,7.1,2.35,13000,tt045269,24420,0.965516,101229792,Eric Bana|Rachel McAdams|Michelle Nolden|Arliss Howard|Ron Livingston,,,"Due to a genetic disorder, handsome librarian Henry DeTamble involuntarily zips through time, appearing at various moments in the life of his true love, the beautiful artist Clare Abshire.",107,New Line Cinema|Plan B Entertainment|Nick Wechsler Productions|Internationale Scarena Filmproduktionsgesellschaft 2,8/14/2009,478,6.5,2009,39639616.93,102890004.5
4091,Color,Maggie Carey,97.0,104.0,38.0,690.0,Alia Shawkat,801.0,3447339.0,Comedy,Donald Glover,The To Do List,29517,2667,Scott Porter,7.0,feces in a swimming pool|female vomiting|high school|lifeguard|male objectification,http://www.imdb.com/title/tt1758795/?ref_=fn_tt_tt_1,79.0,English,USA,R,1500000.0,727.0,5.8,1.78,0,tt175879,129139,0.53635,3566225,Aubrey Plaza|Johnny Simmons|Bill Hader|Alia Shawkat|Sarah Steele,http://todolistmovie.com/,She's going from straight A's to getting her first F.,"Feeling pressured to become more sexually experienced before she goes to college, Brandy Klark makes a list of things to accomplish before hitting campus in the fall.",104,3 Arts Entertainment|The Mark Gordon Company,7/24/2013,225,5.6,2013,1404050.029,3338105.543
1570,Color,Ben Affleck,378.0,150.0,0.0,206.0,Jon Hamm,10000.0,92173235.0,Crime,Jeremy Renner,The Town,280228,14296,Owen Burke,7.0,bank manager|bank robbery|criminal gang|heist|prison,http://www.imdb.com/title/tt0840361/?ref_=fn_tt_tt_1,420.0,English,USA,R,37000000.0,4000.0,7.6,2.35,29000,tt084036,23168,1.614028,154026136,Ben Affleck|Rebecca Hall|Jeremy Renner|Jon Hamm|Blake Lively,http://thetownmovie.warnerbros.com/,Welcome to the bank robbery capital of America.,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her â€“ but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.",125,Legendary Pictures|GK Films|Thunder Road Pictures|Warner Bros.,9/15/2010,930,6.9,2010,37000000.0,154026136.0
4219,Color,Michael Herz,96.0,91.0,6.0,10.0,Mark Torgl,488.0,,Action,Patrick Kilpatrick,The Toxic Avenger,19253,553,Pat Ryan,0.0,boy|health club|superhero|toxic waste|troma,http://www.imdb.com/title/tt0090190/?ref_=fn_tt_tt_1,147.0,English,USA,Unrated,475000.0,11.0,6.2,1.85,0,tt009019,15239,0.335414,0,Mitch Cohen|Andree Maranda|Jennifer Prichard|Cindy Manion|Robert Prichard,,He was 98lbs. of solid nerd until he became...,Tromaville has a monstrous new hero. The Toxic Avenger is born when mop boy Melvin Junko falls into a vat of toxic waste. Now evildoers will have a lot to lose.,82,Troma Entertainment,5/1/1984,51,6.2,1984,0.0,0.0
4005,Color,Michael Herz,49.0,96.0,6.0,14.0,Jessica Dublin,40.0,792966.0,Action,Phoebe Legere,The Toxic Avenger Part II,4663,99,Lisa Gaye,2.0,bare breasts|japan|tokyo japan|toxic avenger|troma,http://www.imdb.com/title/tt0098503/?ref_=fn_tt_tt_1,40.0,English,USA,R,2300000.0,30.0,5.1,1.33,321,tt009850,28165,0.378753,0,Ron Fazio|John Altamura|Phoebe Legere|Rick Collins|Rikiya Yasuoka,,,"The Toxic Avenger is lured to Tokyo, Japan by the evil corporation Apocalypse Inc. So while the Toxic Avenger is fighting crime in Tokyo, Apocalypse Inc. spread evil in Tromaville.",96,Troma Entertainment,2/24/1989,20,5.2,1989,0.0,0.0
3648, Black and White,John Frankenheimer,64.0,133.0,287.0,28.0,Paul Scofield,343.0,,Thriller,Jeanne Moreau,The Train,10119,502,Michel Simon,0.0,art|french|german|painting|train,http://www.imdb.com/title/tt0059825/?ref_=fn_tt_tt_1,124.0,English,France,Unrated,6700000.0,94.0,7.9,1.66,0,tt005982,3482,0.27553,0,Burt Lancaster|Paul Scofield|Jeanne Moreau|Suzanne Flon|Michel Simon,,"It carried their hopes, their nation's honour!","As the Allied forces approach Paris in August 1944, German Colonel Von Waldheim is desperate to take all of France's greatest paintings to Germany. He manages to secure a train to transport the valuable art works even as the chaos of retreat descends upon them. The French resistance however wants to stop them from stealing their national treasures but have received orders from London that they are not to be destroyed. The station master, Labiche, is tasked with scheduling the train and making it all happen smoothly but he is also part of a dwindling group of resistance fighters tasked with preventing the theft. He and others stage an elaborate ruse to keep the train from ever leaving French territory.",133,Les Productions Artistes AssociÃ©s|Les Films Ariane|Dear Film Produzione,9/21/1964,32,6.8,1964,0.0,0.0
2374,Color,Louis Leterrier,171.0,92.0,255.0,447.0,Qi Shu,26000.0,25296447.0,Action,Jason Statham,The Transporter,237248,27572,Matt Schulze,0.0,bar|gunfight|human trafficking|mixed martial arts|tire iron,http://www.imdb.com/title/tt0293662/?ref_=fn_tt_tt_1,460.0,English,France,PG-13,21000000.0,1000.0,6.8,2.35,0,tt029366,4108,1.955546,43928932,Jason Statham|Shu Qi|FranÃ§ois BerlÃ©and|Matt Schulze|Ric Young,,Rules are made to be broken.,"Former Special Forces officer, Frank Martin will deliver anything to anyone for the right price, and his no-questions-asked policy puts him in high demand. But when he realizes his latest cargo is alive, it sets in motion a dangerous chain of events. The bound and gagged Lai is being smuggled to France by a shady American businessman, and Frank works to save her as his own illegal activities are uncovered by a French detective.",92,TF1 Films Productions|Current Entertainment|Canal+|EuropaCorp,10/2/2002,1119,6.5,2002,25457489.27,53253348.33
2348,Color,Camille Delamarre,148.0,96.0,11.0,150.0,No??mie Lenoir,805.0,16027866.0,Action,Ed Skrein,The Transporter Refueled,26767,1411,Radivoje Bukvic,0.0,airfield|car|car stunt|driver|private jet,http://www.imdb.com/title/tt2938956/?ref_=fn_tt_tt_1,121.0,English,France,PG-13,25000000.0,173.0,5.1,2.35,0,tt293895,287948,1.355822,72629670,Ed Skrein|Ray Stevenson|Loan Chabanol|Gabriella Wright|Tatjana PajkoviÄ‡,http://www.thetransporterrefueled.com/,He Delivers.,"The fast-paced action movie is again set in the criminal underworld in France, where Frank Martin is known as The Transporter, because he is the best driver and mercenary money can buy. In this installment, he meets Anna and they attempt to take down a group of ruthless Russian human traffickers who also have kidnapped Frankâ€™s father.",96,EuropaCorp,9/3/2015,407,5.3,2015,22999989.88,66819267.0
1723,Color,Terrence Malick,584.0,139.0,0.0,687.0,Tye Sheridan,11000.0,13303319.0,Drama,Brad Pitt,The Tree of Life,136367,13021,Fiona Shaw,0.0,1950s|children|ice cube|texas|waco texas,http://www.imdb.com/title/tt0478304/?ref_=fn_tt_tt_1,975.0,English,USA,PG-13,32000000.0,1000.0,6.7,1.85,39000,tt047830,8967,1.821261,54674226,Brad Pitt|Sean Penn|Jessica Chastain|Hunter McCracken|Finnegan Williams,http://www.twowaysthroughlife.com/,Nothing stands still.,"The impressionistic story of a Texas family in the 1950s. The film follows the life journey of the eldest son, Jack, through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father. Jack finds himself a lost soul in the modern world, seeking answers to the origins and meaning of life while questioning the existence of faith.",139,Fox Searchlight,5/18/2011,582,6.5,2011,31020737.36,53001087.66
902,Color,Peter Weir,213.0,103.0,608.0,576.0,Noah Emmerich,2000.0,125603360.0,Comedy,Natascha McElhone,The Truman Show,667983,3698,Peter Krause,1.0,controlled environment|fictional reality show|hidden camera|innocence lost|simulated reality,http://www.imdb.com/title/tt0120382/?ref_=fn_tt_tt_1,877.0,English,USA,PG,60000000.0,617.0,8.1,1.85,18000,tt012038,37165,4.1805400000000015,264118201,Jim Carrey|Laura Linney|Noah Emmerich|Natascha McElhone|Ed Harris,,On the air. Unaware,"Truman Burbank is the star of ""The Truman Show"", a 24-hour-a-day ""reality"" TV show that broadcasts every aspect of his life -- live and in color -- without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows -- including his wife and his best friend -- is really an actor, paid to be part of his life.",103,Paramount Pictures|Scott Rudin Productions,6/4/1998,2392,7.6,1998,80261728.14,353309720.8
941,Color,Kevin Donovan,81.0,98.0,11.0,107.0,Debi Mazar,966.0,50189179.0,Action,Romany Malco,The Tuxedo,61966,2018,Ritchie Coster,2.0,chauffeur|hospital|secret agent|spying|tuxedo,http://www.imdb.com/title/tt0290095/?ref_=fn_tt_tt_1,207.0,English,USA,PG-13,60000000.0,680.0,5.3,1.85,797,tt029009,10771,1.051233,0,Jackie Chan|Jennifer Love Hewitt|Jason Isaacs|Debi Mazar|Ritchie Coster,,Suit up for action!,"Cabbie-turned-chauffeur Jimmy Tong learns there is really only one rule when you work for playboy millionaire Clark Devlin : Never touch Devlin's prized tuxedo. But when Devlin is temporarily put out of commission in an explosive accident, Jimmy puts on the tux and soon discovers that this extraordinary suit may be more black belt than black tie. Paired with a partner as inexperienced as he is, Jimmy becomes an unwitting secret agent.",98,DreamWorks SKG|Parkes+MacDonald Image Nation|Blue Train Productions,9/27/2002,246,5.3,2002,0.0,0.0
811,Color,David Slade,293.0,124.0,171.0,10000.0,Kristen Stewart,21000.0,300523113.0,Adventure,Robert Pattinson,The Twilight Saga: Eclipse,184637,52547,Anna Kendrick,3.0,friendship|graduation|revenge|vampire|werewolf,http://www.imdb.com/title/tt1325004/?ref_=fn_tt_tt_1,498.0,English,USA,PG-13,68000000.0,17000.0,4.9,2.35,29000,tt132500,24021,1.546212,698491347,Kristen Stewart|Robert Pattinson|Taylor Lautner|Ashley Greene|Peter Facinelli,http://eclipsethemovie.com,It all begins ... With a choice.,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",124,Summit Entertainment|Maverick Films|Imprint Entertainment|Sunswept Entertainment|Temple Hill Entertainment,6/23/2010,1331,5.9,2010,68000000.0,698491347.0
1114,Color,Chris Weitz,299.0,130.0,129.0,12000.0,Kristen Stewart,21000.0,296623634.0,Adventure,Robert Pattinson,The Twilight Saga: New Moon,220758,64040,Taylor Lautner,2.0,forks washington|protecting a woman|title same as book|vampire|werewolf,http://www.imdb.com/title/tt1259571/?ref_=fn_tt_tt_1,919.0,English,USA,PG-13,50000000.0,17000.0,4.6,2.35,13000,tt125957,18239,1.971027,709827462,Kristen Stewart|Robert Pattinson|Taylor Lautner|Billy Burke|Ashley Greene,http://www.twilightthemovie.com/,The Next Chapter Begins.,"Forks, Washington resident Bella Swan is reeling from the departure of her vampire love, Edward Cullen, and finds comfort in her friendship with Jacob Black, a werewolf. But before she knows it, she's thrust into a centuries-old conflict, and her desire to be with Edward at any cost leads her to take greater and greater risks.",130,Summit Entertainment|Maverick Films|Imprint Entertainment|Sunswept Entertainment|Temple Hill Entertainment,3/15/2009,1388,5.6,2009,50820021.71,721468940.5
1541,Color,Robert Luketic,174.0,96.0,126.0,954.0,John Michael Higgins,18000.0,88915214.0,Comedy,Gerard Butler,The Ugly Truth,163665,22436,Eric Winter,2.0,call in|chick flick|date|hot air balloon|show producer,http://www.imdb.com/title/tt1142988/?ref_=fn_tt_tt_1,169.0,English,USA,R,38000000.0,957.0,6.5,2.35,9000,tt114298,20943,1.860267,205298907,Katherine Heigl|Gerard Butler|Eric Winter|Bree Turner|Nick Searcy,http://www.thetruthisntpretty.com/,The battle of the sexes is on.,"A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help her find love. His clever ploys, however, lead to an unexpected result.",96,Lakeshore Entertainment|Relativity Media,7/24/2009,584,6.3,2009,38623216.5,208665898.2
3406,Color,Michael O. Sajbel,46.0,114.0,6.0,633.0,Drew Fuller,970.0,3420871.0,Drama,Bill Cobbs,The Ultimate Gift,14100,3824,Mircea Monroe,2.0,billionaire|grandfather|playboy|trust fund baby|wealth,http://www.imdb.com/title/tt0482629/?ref_=fn_tt_tt_1,81.0,English,USA,PG,,906.0,7.4,1.85,0,tt048262,14624,0.374486,0,James Garner|Drew Fuller|Abigail Breslin|Ali Hillis|Bill Cobbs,,,"When his wealthy grandfather finally dies, Jason Stevens fully expects to benefit when it comes to the reading of the will. But instead of a sizable inheritance, Jason receives a test, a series of tasks he must complete before he can get any money.",114,The Ultimate Gift LLC|Dean River Productions,10/20/2006,43,6.8,2006,0.0,0.0
2116,Color,Brian De Palma,123.0,119.0,0.0,188.0,Billy Drago,22000.0,76270454.0,Crime,Robert De Niro,The Untouchables,219008,22767,Charles Martin Smith,1.0,corrupt judge|tax evasion|tough cop|white suit|year 1930,http://www.imdb.com/title/tt0094226/?ref_=fn_tt_tt_1,418.0,English,USA,R,25000000.0,371.0,7.9,2.35,0,tt009422,117,1.016148,76270454,Kevin Costner|Sean Connery|Robert De Niro|Andy GarcÃ­a|Charles Martin Smith,,What are you prepared to do?,"Young Treasury Agent Elliot Ness arrives in Chicago and is determined to take down Al Capone but it's not going to be easy, because Capone has the police in his pocket. Ness meets Jimmy Malone a veteran patrolman and probably the most honorable one in the force. He asks Malone to help him get Capone but Malone warns him that if he goes after Capone, he is going to war.",119,Paramount Pictures,6/2/1987,751,7.5,1987,47977010.95,146369136.3
3120,Color,Mike Binder,125.0,118.0,57.0,805.0,Erika Christensen,975.0,18761993.0,Comedy,Alicia Witt,The Upside of Anger,19007,2944,Joan Allen,1.0,anger|baseball|drinking|radio|secretary,http://www.imdb.com/title/tt0365885/?ref_=fn_tt_tt_1,219.0,English,USA,R,9000000.0,931.0,6.9,2.35,549,tt036588,11354,0.1311,0,Joan Allen|Kevin Costner|Erika Christensen|Keri Russell|Alicia Witt,http://www.newline.com/properties/upsideofanger.html,Sometimes what tears us apart helps us put it back together.,"After her husband runs off with his secretary, Terry Wolfmeyer is left to fend for herself -- and her four daughters. As she hits rock bottom, Terry finds a friend and drinking buddy in next-door neighbor Denny, a former baseball player. As the two grow closer, and her daughters increasingly rely on Denny, Terry starts to have reservations about where their relationship is headed.",118,New Line Cinema,1/23/2005,28,5.9,2005,0.0,0.0
3602,Color,Bryan Singer,162.0,106.0,0.0,574.0,Chazz Palminteri,18000.0,23272306.0,Crime,Kevin Spacey,The Usual Suspects,740918,20821,Kevin Pollak,4.0,criminal|dirty cop|flashback|limping|suspect,http://www.imdb.com/title/tt0114814/?ref_=fn_tt_tt_1,1182.0,English,USA,R,6000000.0,979.0,8.6,2.35,28000,tt011481,629,3.440238,23341568,Stephen Baldwin|Gabriel Byrne|Chazz Palminteri|Kevin Pollak|Pete Postlethwaite,http://www.mgm.com/#/our-titles/2083/The-Usual-Suspects,Five Criminals. One Line Up. No Coincidence.,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor â€“ leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",106,Blue Parrot Productions|Bad Hat Harry Productions,7/19/1995,1942,8.0,1995,8585801.203,33401010.43
4124,Color,Joe Marino,9.0,76.0,0.0,0.0,Anella Vastola,12.0,,Horror,Piero Maggi??,The Vatican Exorcisms,332,12,Joe Marino,0.0,,http://www.imdb.com/title/tt3043194/?ref_=fn_tt_tt_1,10.0,English,Italy,R,1100000.0,0.0,2.6,2.35,200,tt304319,202604,0.011798,0,Joe Marino,,The public were never meant to know,Documentary following US film-maker Joe Marino as he heads to Italy to investigate exorcisms and the truth behind rumors of demonic possession.,0,,5/29/2013,10,4.7,2013,0.0,0.0
3054,Color,Mark Neveldine,93.0,91.0,83.0,794.0,Alison Lohman,3000.0,1712111.0,Horror,Djimon Hounsou,The Vatican Tapes,7199,7875,Dougray Scott,0.0,evil|injury|possession|priest|vatican,http://www.imdb.com/title/tt1524575/?ref_=fn_tt_tt_1,53.0,English,USA,PG-13,8495000.0,1000.0,4.5,1.85,0,tt152457,157544,0.669351,1784763,Olivia Taylor Dudley|Michael PeÃ±a|Djimon Hounsou|Dougray Scott|Peter Andersson,,"For 2,000 years the Vatican has recorded evidence of evil. May God have mercy on their souls.","In a highly secured vault deep within the walls of Vatican City, the Catholic Church holds thousands of old films and video footage documenting exorcisms/supposed exorcisms and other unexplained religious phenomena they feel the world is not ready to see. This is the first tape - Case 83-G - stolen from these archives and exposed to the public by an anonymous source.",91,Lakeshore Entertainment|Lionsgate|H2F Entertainment|Pantelion Films,7/24/2015,164,4.5,2015,11959994.74,1641981.238
2761,Color,Sidney Lumet,79.0,129.0,0.0,359.0,James Mason,844.0,54000000.0,Drama,Charlotte Rampling,The Verdict,26310,2330,Jack Warden,0.0,archdiocese|court|hospital|lawyer|malpractice,http://www.imdb.com/title/tt0084855/?ref_=fn_tt_tt_1,154.0,English,USA,R,16000000.0,617.0,7.8,1.85,0,tt008485,24226,0.304359,53977250,Paul Newman|Charlotte Rampling|Jack Warden|James Mason|Milo O'Shea,,"The doctors want to settle, the Church wants to settle, their lawyers want to settle, and even his own clients are desperate to settle. But Galvin is determined to defy them all. He will try the case.","Frank Galvin is a down-on-his luck lawyer, reduced to drinking and ambulance chasing. Former associate Mickey Morrissey reminds him of his obligations in a medical malpractice suit that he himself served to Galvin on a silver platter: all parties willing to settle out of court. Blundering his way through the preliminaries, he suddenly realizes that perhaps after all the case should go to court; to punish the guilty, to get a decent settlement for his clients, and to restore his standing as a lawyer.",129,20th Century Fox,12/8/1982,47,7.0,1982,36154278.44,121969282.9
759,Color,M. Night Shyamalan,261.0,108.0,0.0,882.0,Judy Greer,3000.0,114195633.0,Drama,Bryce Dallas Howard,The Village,193770,7273,William Hurt,0.0,creature|pact|plot twist|village|woods,http://www.imdb.com/title/tt0368447/?ref_=fn_tt_tt_1,2003.0,English,USA,PG-13,60000000.0,2000.0,6.5,1.85,0,tt036844,6947,0.677316,256697520,Bryce Dallas Howard|Joaquin Phoenix|Adrien Brody|William Hurt|Sigourney Weaver,,There is no turning back,"When a willful young man tries to venture beyond his sequestered Pennsylvania hamlet, his actions set off a chain of chilling incidents that will alter the community forever.",108,Scott Rudin Productions|Touchstone Pictures|Blinding Edge Pictures,7/30/2004,514,6.0,2004,69266723.99,296343271.1
3622,Color,Sofia Coppola,152.0,90.0,0.0,826.0,Kathleen Turner,4000.0,4859475.0,Drama,Kirsten Dunst,The Virgin Suicides,116910,7103,Scott Glenn,0.0,catholic|five sisters|isolation|school|suicide,http://www.imdb.com/title/tt0159097/?ref_=fn_tt_tt_1,520.0,English,USA,R,6000000.0,899.0,7.2,1.85,0,tt015909,1443,0.941202,10409377,James Woods|Kathleen Turner|Kirsten Dunst|Josh Hartnett|A.J. Cook,http://www.paramountvantage.com/virginsuicides/html_3/,"Beautiful, mysterious, haunting, invariably fatal. Just like life.","A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents.",97,American Zoetrope,4/21/1999,460,7.0,1999,7854317.08,13626424.59
3744,Color,M. Night Shyamalan,371.0,94.0,0.0,99.0,Patch Darragh,432.0,65069140.0,Horror,Ocean James,The Visit,65299,1010,Olivia DeJonge,,farm|handheld camera|impostor|rap|rock paper scissors,http://www.imdb.com/title/tt3567288/?ref_=fn_tt_tt_1,455.0,English,USA,PG-13,5000000.0,309.0,6.2,1.85,27000,tt356728,298312,1.495112,98450062,Olivia DeJonge|Ed Oxenbould|Kathryn Hahn|Benjamin Kanes|Deanna Dunagan,http://www.stayinyourroom.com/,No one loves you like your grandparents.,"The terrifying story of a brother and sister who are sent to their grandparents' remote Pennsylvania farm for a weeklong trip. Once the children discover that the elderly couple is involved in something deeply disturbing, they see their chances of getting back home are growing smaller every day.",94,Blumhouse Productions|Blinding Edge Pictures,9/10/2015,729,5.9,2015,4599997.976,90574017.19
1817,Color,Michael Sucsy,214.0,104.0,23.0,281.0,Lucas Bryant,17000.0,125014030.0,Drama,Channing Tatum,The Vow,145852,18322,Dillon Casey,0.0,car accident|life support|memory loss|trauma|voice recording,http://www.imdb.com/title/tt1606389/?ref_=fn_tt_tt_1,164.0,English,USA,PG-13,30000000.0,359.0,6.8,2.35,32000,tt160638,72570,1.821562,196114570,Rachel McAdams|Channing Tatum|Sam Neill|Scott Speedman|Jessica Lange,,Inspired by True Events,"Happy young married couple Paige (McAdams) and Leo (Tatum) are, well, happy. Then a car accident puts Paige into a life-threatening coma. Upon awakening she has lost the previous five years of memories, including those of her beloved Leo, her wedding, a confusing relationship with her parents, or the ending of her relationship with her ex-fiance. Despite these complications, Leo endeavors to win her heart again and rebuild their marriage.",104,Spyglass Entertainment|Screen Gems,2/5/2012,861,6.9,2012,28492328.44,186258691.3
3632,Color,Jonathan Levine,147.0,99.0,129.0,362.0,Aaron Yoo,976.0,2077046.0,Comedy,Mary-Kate Olsen,The Wackness,27266,2748,Method Man,2.0,ice cream|marijuana|new york city|summer|therapy,http://www.imdb.com/title/tt1082886/?ref_=fn_tt_tt_1,75.0,English,USA,R,6000000.0,617.0,7.0,2.35,0,tt108288,13990,0.371517,2899975,Ben Kingsley|Famke Janssen|Josh Peck|Olivia Thirlby|Mary-Kate Olsen,http://www.sonyclassics.com/thewackness/,,"Set in New York City in the sweltering summer, The Wackness tells the story of a troubled teenage drug dealer, who trades pot for therapy sessions with a drug-addled psychiatrist. Things get more complicated when he falls for one of his classmates, who just happens to be the doctors daughter. This is a coming-of-age story about sex, drugs, music and what it takes to be a man.",99,SBK Pictures|Occupant Entertainment,7/3/2008,40,6.3,2008,6076719.802999998,2937055.918
1733,Color,Robert Zemeckis,335.0,123.0,0.0,6.0,Soleyman Pierini,23000.0,10137502.0,Adventure,Joseph Gordon-Levitt,The Walk,77394,23031,Jade Kindar-Martin,0.0,1970s|based on true story|new york city|skyscraper|tightrope walker,http://www.imdb.com/title/tt3488710/?ref_=fn_tt_tt_1,195.0,English,USA,PG,35000000.0,22.0,7.4,2.35,24000,tt348871,285783,2.049886,61181942,Joseph Gordon-Levitt|Ben Kingsley|Charlotte Le Bon|Ben Schwartz|James Badge Dale,http://www.sonypictures.com/movies/thewalk/,Dream High.,The story of French high-wire artist Philippe Petit's attempt to cross the Twin Towers of the World Trade Center in 1974.,123,TriStar Pictures|Sony Pictures Entertainment|ImageMovers,9/30/2015,706,6.8,2015,32199985.83,56287361.87
1382,Color,Sngmoo Lee,95.0,100.0,19.0,433.0,Dong-gun Jang,624.0,5664251.0,Action,Tony Cox,The Warrior's Way,22309,2056,Jed Brophy,1.0,bullet time|explosion|knife throwing|throwing a knife|violence,http://www.imdb.com/title/tt1032751/?ref_=fn_tt_tt_1,102.0,English,New Zealand,R,45000000.0,489.0,6.3,2.35,0,tt103275,46528,0.25054,11087569,Kate Bosworth|Jang Dong-gun|Geoffrey Rush|Danny Huston|Ti Lung,http://www.iamrogue.com/thewarriorsway,Assassin. Hero. Legend.,"An Asian assassin (Dong-gun Jang) is forced to hide in a small town in the American Badlands. Also starring Kate Bosworth, Danny Huston, Tony Cox and Academy Award winner Geoffrey Rush.",100,Boram Entertainment Inc.,12/2/2010,74,6.4,2010,425000000.0,11087569.0
3816,Color,DJ Pooh,27.0,93.0,69.0,69.0,Dr. Dre,522.0,10097096.0,Comedy,Angell Conwell,The Wash,5612,955,DJ Pooh,2.0,african american stereotype|car wash|rent|roommate|threatening telephone call,http://www.imdb.com/title/tt0290332/?ref_=fn_tt_tt_1,38.0,English,USA,R,4000000.0,231.0,4.6,1.85,842,tt029033,13408,0.12891,10229331,Dr. Dre|Snoop Dogg|DJ Pooh|Angell Conwell|Bruce Bruce,,"When you're down 'n dirty, it all comes out in...","With the rent due and his car booted, Sean (Dr. Dre) has to come up with some ends...and fast. When his best buddy and roommate Dee Loc (Snoop Dogg), suggests that Sean get a job busting suds down at the local car wash.",93,Lionsgate,11/16/2001,15,5.6,2001,8620416.817,12597299.57
1764,Color,Joe Charbanic,103.0,97.0,10.0,178.0,Joseph Sikora,18000.0,28927720.0,Crime,Keanu Reeves,The Watcher,22220,18688,Chris Ellis,0.0,fbi|murder|scene of the crime|serial killer|therapy,http://www.imdb.com/title/tt0204626/?ref_=fn_tt_tt_1,181.0,English,USA,R,33000000.0,223.0,5.3,1.85,463,tt020462,10685,0.650841,0,James Spader|Keanu Reeves|Marisa Tomei|Ernie Hudson|Chris Ellis,,Don't go home alone.,"FBI agent Joel Campbell, burnt-out and shell-shocked after years spent chasing serial killers, flees L.A. to begin a new life for himself in Chicago. But five months later, Joel's best laid plans are abruptly cut short when his new hometown becomes the setting for some particularly gruesome murders--murders that could only have been committed by one man: David Allen Griffin. One of Joel's most elusive and cunning nemeses, Griffin has followed his former pursuer to Chicago in order to play a sadistic game of cat and mouse. Taunting Joel with photographs of his intended victims and leaving his crime scenes meticulously free of clues in order to keep the police at bay, Griffin derives as much pleasure out of watching Joel react to every movement as watching his victims die. But when Griffin moves into Joel's inner circle, Joel must quickly find some way to stop him before someone close to him becomes the next one to die.",96,Universal Pictures,9/8/2000,54,4.7,2000,41787639.77,0.0
